id_producto,nombre,categoria,marca,precio_base_usd
1335,Hogar Rosen EE40,Hogar,Rosen,283.35
1336,Electrónica Apple mZ34,Electrónica,Apple,1307.5
1337,Electrónica Sony qj47,Electrónica,Sony,306.2
1338,Juguetes Hasbro gl55,Juguetes,Hasbro,324.36
1339,Deportes Spalding UI22,Deportes,Spalding,152.5
1340,Deportes Decathlon VF44,Deportes,Decathlon,444.33
1341,Hogar IKEA er99,Hogar,IKEA,221.1
1342,Vestuario Zara zG12,Vestuario,Zara,103.86
1343,Vestuario Nike vr90,Vestuario,Nike,117.28
1344,Hogar Rosen ar96,Hogar,Rosen,225.22
1345,Electrónica Apple qQ91,Electrónica,Apple,649.39
1346,Deportes Wilson qc50,Deportes,Wilson,321.16
1347,Electrónica Xiaomi dc24,Electrónica,Xiaomi,1283.04
1348,Hogar IKEA nf96,Hogar,IKEA,28.73
1349,Deportes Wilson zt47,Deportes,Wilson,158.96
1350,Deportes Decathlon KI39,Deportes,Decathlon,26.57
1351,Hogar Philips Rn07,Hogar,Philips,108.47
1352,Deportes Wilson GL04,Deportes,Wilson,190.18
1353,Electrónica Samsung VS04,Electrónica,Samsung,1087.81
1354,Vestuario Adidas Vt41,Vestuario,Adidas,26.4
1355,Juguetes Hasbro sr15,Juguetes,Hasbro,396.54
1356,Juguetes Lego Ff18,Juguetes,Lego,446.38
1357,Vestuario Zara FL99,Vestuario,Zara,116.46
1358,Electrónica Sony LF33,Electrónica,Sony,1392.25
1359,Hogar Rosen FY52,Hogar,Rosen,69.26
1360,Hogar Philips RF32,Hogar,Philips,354.8
1361,Hogar Rosen Rk34,Hogar,Rosen,322.51
1362,Vestuario Nike vy52,Vestuario,Nike,90.81
1363,Juguetes Mattel Em72,Juguetes,Mattel,341.97
1364,Hogar IKEA cr18,Hogar,IKEA,223.75
1365,Juguetes Lego sU99,Juguetes,Lego,443.01
1366,Electrónica Apple zB00,Electrónica,Apple,1004.97
1367,Hogar Philips nt06,Hogar,Philips,46.56
1368,Deportes Decathlon py04,Deportes,Decathlon,460.45
1369,Hogar IKEA hD50,Hogar,IKEA,233.12
1370,Electrónica Samsung yJ81,Electrónica,Samsung,1155.38
1371,Juguetes Hasbro Ad77,Juguetes,Hasbro,129.94
1372,Hogar CIC yU57,Hogar,CIC,457.97
1373,Vestuario Adidas rL30,Vestuario,Adidas,67.46
1374,Vestuario Adidas Re07,Vestuario,Adidas,62.83
1375,Juguetes Mattel Uy22,Juguetes,Mattel,149.91
1376,Juguetes Mattel mv14,Juguetes,Mattel,318.84
1377,Deportes Wilson CE85,Deportes,Wilson,78.83
1378,Juguetes Lego Wh21,Juguetes,Lego,258.31
1379,Vestuario Adidas xo60,Vestuario,Adidas,71.02
1380,Hogar CIC oW85,Hogar,CIC,210.21
1381,Electrónica Samsung br55,Electrónica,Samsung,266.32
1382,Deportes Decathlon Am72,Deportes,Decathlon,20.44
1383,Hogar Philips sl59,Hogar,Philips,32.91
1384,Vestuario Adidas HV64,Vestuario,Adidas,109.66
1385,Juguetes Hasbro kQ91,Juguetes,Hasbro,386.3
1386,Electrónica Apple CE45,Electrónica,Apple,989.4
1387,Vestuario Zara HL74,Vestuario,Zara,57.01
1388,Juguetes Hasbro sS74,Juguetes,Hasbro,170.68
1389,Deportes Spalding Ru49,Deportes,Spalding,23.64
1390,Hogar Philips JJ55,Hogar,Philips,419.14
1391,Deportes Decathlon bp10,Deportes,Decathlon,338.45
1392,Hogar Philips Xf74,Hogar,Philips,277.98
1393,Vestuario Adidas YB10,Vestuario,Adidas,114.59
1394,Deportes Decathlon TC40,Deportes,Decathlon,378.59
1395,Deportes Wilson VP52,Deportes,Wilson,309.53
1396,Electrónica Sony SF01,Electrónica,Sony,251.49
1397,Deportes Spalding hY20,Deportes,Spalding,175.57
1398,Electrónica Apple pu32,Electrónica,Apple,513.35
1399,Hogar Philips SP08,Hogar,Philips,216.53
1400,Vestuario Adidas np62,Vestuario,Adidas,118.75
1401,Vestuario Adidas Eg93,Vestuario,Adidas,87.81
1402,Deportes Decathlon Of29,Deportes,Decathlon,33.89
1403,Deportes Wilson eG56,Deportes,Wilson,371.65
1404,Deportes Decathlon ZE90,Deportes,Decathlon,94.72
1405,Vestuario H&M ft27,Vestuario,H&M,53.83
1406,Vestuario Zara FA19,Vestuario,Zara,35.81
1407,Hogar CIC zG62,Hogar,CIC,194.55
1408,Juguetes Mattel WN06,Juguetes,Mattel,431.05
1409,Juguetes Lego kZ86,Juguetes,Lego,197.91
1410,Deportes Wilson XD40,Deportes,Wilson,321.98
1411,Hogar IKEA MQ86,Hogar,IKEA,479.34
1412,Deportes Spalding qG88,Deportes,Spalding,254.53
1413,Juguetes Hasbro KX96,Juguetes,Hasbro,55.35
1414,Juguetes Lego KH14,Juguetes,Lego,399.02
1415,Electrónica Apple tS86,Electrónica,Apple,444.31
1416,Juguetes Mattel mp56,Juguetes,Mattel,78.42
1417,Juguetes Mattel gr34,Juguetes,Mattel,389.77
1418,Deportes Decathlon Sr69,Deportes,Decathlon,299.37
1419,Electrónica Apple oG16,Electrónica,Apple,173.8
1420,Vestuario H&M rb04,Vestuario,H&M,77.51
1421,Deportes Decathlon cz09,Deportes,Decathlon,418.23
1422,Electrónica Xiaomi bl01,Electrónica,Xiaomi,1478.46
1423,Vestuario H&M WR09,Vestuario,H&M,110.62
1424,Hogar Philips qJ11,Hogar,Philips,238.41
1425,Vestuario Adidas eT20,Vestuario,Adidas,68.15
1426,Electrónica Samsung bG37,Electrónica,Samsung,1312.77
1427,Vestuario Zara uX87,Vestuario,Zara,66.61
1428,Hogar Rosen aI25,Hogar,Rosen,111.86
1429,Juguetes Hasbro dM92,Juguetes,Hasbro,163.03
1430,Juguetes Hasbro mA70,Juguetes,Hasbro,425.77
1431,Juguetes Lego ud32,Juguetes,Lego,71.51
1432,Deportes Decathlon Pv04,Deportes,Decathlon,185.67
1433,Juguetes Hasbro Rx99,Juguetes,Hasbro,202.8
1434,Juguetes Mattel AU06,Juguetes,Mattel,485.51
1435,Electrónica Samsung sn58,Electrónica,Samsung,522.75
1436,Deportes Decathlon dg28,Deportes,Decathlon,493.62
1437,Deportes Spalding TH98,Deportes,Spalding,468.32
1438,Juguetes Hasbro Vk71,Juguetes,Hasbro,145.08
1439,Electrónica Samsung Hm58,Electrónica,Samsung,1104.96
1440,Hogar Philips UI28,Hogar,Philips,331.12
1441,Juguetes Mattel PT58,Juguetes,Mattel,463.41
1442,Vestuario H&M ka38,Vestuario,H&M,101.18
1443,Juguetes Mattel Hi68,Juguetes,Mattel,181.41
1444,Electrónica Xiaomi xb37,Electrónica,Xiaomi,643.68
1445,Vestuario H&M yG63,Vestuario,H&M,51.69
1446,Deportes Spalding LD26,Deportes,Spalding,443.18
1447,Deportes Spalding Ve96,Deportes,Spalding,230.75
1448,Electrónica Sony Ee51,Electrónica,Sony,378.67
1449,Vestuario H&M BX75,Vestuario,H&M,19.37
1450,Vestuario Zara Fe27,Vestuario,Zara,92.84
1451,Electrónica Samsung vF64,Electrónica,Samsung,734.09
1452,Deportes Decathlon Ps80,Deportes,Decathlon,296.55
1453,Deportes Wilson JK73,Deportes,Wilson,472.24
1454,Deportes Decathlon dq86,Deportes,Decathlon,133.2
1455,Juguetes Lego sd63,Juguetes,Lego,16.44
1456,Deportes Spalding OB30,Deportes,Spalding,170.41
1457,Electrónica Samsung mz76,Electrónica,Samsung,1068.63
1458,Hogar IKEA Ee68,Hogar,IKEA,198.46
1459,Deportes Spalding Ti83,Deportes,Spalding,296.35
3431,Hogar IKEA OS63,Hogar,IKEA,77.9
1460,Electrónica Sony Ah51,Electrónica,Sony,131.64
1461,Electrónica Samsung Sz21,Electrónica,Samsung,299.63
1462,Juguetes Lego yK22,Juguetes,Lego,417.93
1463,Vestuario H&M Kp66,Vestuario,H&M,71.1
1464,Juguetes Hasbro SK43,Juguetes,Hasbro,88.59
1465,Vestuario Zara KQ38,Vestuario,Zara,48.79
1466,Juguetes Hasbro Ks83,Juguetes,Hasbro,178.5
1467,Vestuario Nike kY82,Vestuario,Nike,64.01
1468,Deportes Wilson JD40,Deportes,Wilson,201.43
1469,Hogar Philips gx90,Hogar,Philips,283.57
1470,Juguetes Hasbro lM77,Juguetes,Hasbro,404.29
1471,Hogar CIC Bb62,Hogar,CIC,428.85
1472,Vestuario Adidas mz15,Vestuario,Adidas,78.87
1473,Hogar CIC lZ75,Hogar,CIC,297.14
1474,Juguetes Hasbro av93,Juguetes,Hasbro,352.08
1475,Deportes Spalding se17,Deportes,Spalding,14.5
1476,Deportes Decathlon XQ35,Deportes,Decathlon,428.87
1477,Electrónica Samsung ca02,Electrónica,Samsung,1083.61
1478,Juguetes Hasbro qJ67,Juguetes,Hasbro,228.47
1479,Deportes Spalding WG39,Deportes,Spalding,351.1
1480,Juguetes Lego Pn65,Juguetes,Lego,367.42
1481,Vestuario Nike Pc02,Vestuario,Nike,62.0
1482,Juguetes Lego UY81,Juguetes,Lego,492.77
1483,Electrónica Xiaomi ei50,Electrónica,Xiaomi,664.2
1484,Hogar CIC kd08,Hogar,CIC,481.02
1485,Electrónica Apple pN19,Electrónica,Apple,1239.15
1486,Vestuario Zara Wa50,Vestuario,Zara,23.95
1487,Electrónica Sony tb08,Electrónica,Sony,1435.32
1488,Hogar Rosen Yr38,Hogar,Rosen,189.79
1489,Deportes Spalding Ap33,Deportes,Spalding,204.79
1490,Juguetes Lego AX32,Juguetes,Lego,137.88
1491,Deportes Wilson Lf87,Deportes,Wilson,118.58
1492,Juguetes Mattel PB24,Juguetes,Mattel,452.46
1493,Juguetes Lego bX91,Juguetes,Lego,312.59
1494,Deportes Spalding zS09,Deportes,Spalding,275.16
1495,Electrónica Xiaomi An22,Electrónica,Xiaomi,1090.29
1496,Vestuario Zara jQ21,Vestuario,Zara,108.02
1497,Deportes Spalding JM29,Deportes,Spalding,311.71
1498,Juguetes Mattel nr31,Juguetes,Mattel,281.77
1499,Electrónica Samsung Jb23,Electrónica,Samsung,325.92
1500,Juguetes Hasbro wm60,Juguetes,Hasbro,292.53
1501,Vestuario Nike uU22,Vestuario,Nike,109.33
1502,Hogar IKEA UQ42,Hogar,IKEA,214.1
1503,Electrónica Apple JH00,Electrónica,Apple,168.6
1504,Juguetes Mattel HH69,Juguetes,Mattel,329.61
1505,Vestuario Zara cT55,Vestuario,Zara,17.84
1506,Vestuario Zara Oj66,Vestuario,Zara,112.0
1507,Deportes Decathlon qI56,Deportes,Decathlon,185.74
1508,Deportes Decathlon SN21,Deportes,Decathlon,27.84
1509,Juguetes Mattel cc36,Juguetes,Mattel,474.14
1510,Electrónica Xiaomi Is73,Electrónica,Xiaomi,1059.04
1511,Juguetes Mattel YR21,Juguetes,Mattel,430.76
1512,Hogar Philips Xm41,Hogar,Philips,202.09
1513,Electrónica Samsung ml35,Electrónica,Samsung,669.73
1514,Vestuario Adidas GJ89,Vestuario,Adidas,92.19
1515,Juguetes Mattel JD45,Juguetes,Mattel,214.54
1516,Juguetes Hasbro dS49,Juguetes,Hasbro,264.91
1517,Hogar Rosen Hu98,Hogar,Rosen,148.42
1518,Electrónica Samsung GE69,Electrónica,Samsung,244.11
1519,Juguetes Lego yd13,Juguetes,Lego,74.7
1520,Hogar Rosen WX77,Hogar,Rosen,150.07
1521,Deportes Decathlon ug23,Deportes,Decathlon,267.57
1522,Vestuario Zara Fl47,Vestuario,Zara,55.48
1523,Vestuario H&M Iw63,Vestuario,H&M,53.21
1524,Deportes Spalding gF58,Deportes,Spalding,492.68
1525,Vestuario H&M uD15,Vestuario,H&M,56.74
1526,Hogar Philips JX52,Hogar,Philips,32.8
1527,Vestuario Adidas ii60,Vestuario,Adidas,15.12
1528,Hogar CIC gj84,Hogar,CIC,493.89
1529,Electrónica Sony gS10,Electrónica,Sony,1098.98
1530,Deportes Decathlon VY43,Deportes,Decathlon,143.83
1531,Electrónica Apple Tn47,Electrónica,Apple,715.24
1532,Hogar IKEA PI55,Hogar,IKEA,290.63
1533,Juguetes Hasbro mm29,Juguetes,Hasbro,87.15
1534,Vestuario Zara fX39,Vestuario,Zara,62.43
1535,Deportes Decathlon of31,Deportes,Decathlon,394.79
1536,Juguetes Mattel iq63,Juguetes,Mattel,24.81
1537,Electrónica Xiaomi PD30,Electrónica,Xiaomi,1394.67
1538,Electrónica Samsung eN49,Electrónica,Samsung,224.42
1539,Vestuario H&M aO56,Vestuario,H&M,103.62
1540,Electrónica Apple fM20,Electrónica,Apple,1439.76
1541,Vestuario Adidas Ib61,Vestuario,Adidas,67.4
1542,Electrónica Xiaomi vG71,Electrónica,Xiaomi,764.99
1543,Electrónica Samsung Mq41,Electrónica,Samsung,895.72
1544,Hogar Philips xD79,Hogar,Philips,362.81
1545,Deportes Decathlon ur22,Deportes,Decathlon,316.05
1546,Deportes Wilson ca82,Deportes,Wilson,197.7
1547,Electrónica Xiaomi xB20,Electrónica,Xiaomi,350.14
1548,Electrónica Samsung Cj85,Electrónica,Samsung,789.87
1549,Electrónica Xiaomi em76,Electrónica,Xiaomi,430.79
1550,Juguetes Hasbro PA32,Juguetes,Hasbro,59.71
1551,Vestuario H&M hH57,Vestuario,H&M,37.24
1552,Vestuario Zara XA38,Vestuario,Zara,108.56
1553,Juguetes Hasbro xL39,Juguetes,Hasbro,107.22
1554,Vestuario Nike nx56,Vestuario,Nike,21.86
1555,Juguetes Mattel gX38,Juguetes,Mattel,234.2
1556,Electrónica Apple ZL36,Electrónica,Apple,1490.72
1557,Deportes Wilson jx04,Deportes,Wilson,136.18
1558,Vestuario H&M qe35,Vestuario,H&M,50.84
1559,Hogar CIC eZ00,Hogar,CIC,182.67
1560,Hogar Philips Mf68,Hogar,Philips,74.69
1561,Electrónica Sony yz80,Electrónica,Sony,559.86
1562,Deportes Decathlon uF89,Deportes,Decathlon,453.25
1563,Hogar Philips EI38,Hogar,Philips,213.53
1564,Hogar Rosen mn49,Hogar,Rosen,124.24
1565,Juguetes Lego oG50,Juguetes,Lego,162.28
1566,Hogar Philips Xn92,Hogar,Philips,387.02
1567,Vestuario Zara ZB02,Vestuario,Zara,77.25
1568,Deportes Decathlon ky87,Deportes,Decathlon,29.83
1569,Juguetes Hasbro vu52,Juguetes,Hasbro,38.42
1570,Juguetes Hasbro KI19,Juguetes,Hasbro,110.52
1571,Vestuario H&M DX43,Vestuario,H&M,94.09
1572,Vestuario Adidas FY43,Vestuario,Adidas,27.11
1573,Juguetes Lego wb52,Juguetes,Lego,307.7
1574,Vestuario Nike Gn68,Vestuario,Nike,78.62
1575,Deportes Spalding JW52,Deportes,Spalding,27.38
1576,Electrónica Xiaomi lG06,Electrónica,Xiaomi,1211.56
1577,Deportes Spalding ay98,Deportes,Spalding,255.12
1578,Hogar CIC CS37,Hogar,CIC,146.63
1579,Vestuario Nike vt62,Vestuario,Nike,91.52
1580,Hogar Rosen zp65,Hogar,Rosen,148.86
1581,Vestuario Zara RG78,Vestuario,Zara,36.43
1582,Vestuario Zara yf90,Vestuario,Zara,82.63
1583,Hogar Rosen lS35,Hogar,Rosen,495.57
1584,Vestuario Zara Xi38,Vestuario,Zara,99.54
1585,Hogar Philips mr09,Hogar,Philips,43.07
1586,Vestuario Adidas nG91,Vestuario,Adidas,32.64
1587,Deportes Spalding WD69,Deportes,Spalding,126.73
1588,Deportes Decathlon Do15,Deportes,Decathlon,249.74
1589,Vestuario Zara MH35,Vestuario,Zara,91.95
1590,Deportes Decathlon JC88,Deportes,Decathlon,470.74
1591,Deportes Wilson kr83,Deportes,Wilson,242.65
1592,Hogar IKEA cD55,Hogar,IKEA,356.9
1593,Juguetes Hasbro Ib35,Juguetes,Hasbro,108.98
1594,Electrónica Samsung dU69,Electrónica,Samsung,501.4
1595,Hogar Rosen aK34,Hogar,Rosen,28.33
1596,Vestuario Zara nA59,Vestuario,Zara,26.51
1597,Juguetes Lego dQ42,Juguetes,Lego,263.84
1598,Deportes Decathlon my50,Deportes,Decathlon,324.05
1599,Vestuario Adidas GC19,Vestuario,Adidas,42.31
1600,Hogar CIC Hc43,Hogar,CIC,85.98
1601,Hogar CIC Nw18,Hogar,CIC,292.57
1602,Juguetes Lego oq59,Juguetes,Lego,418.79
1603,Hogar Rosen zm13,Hogar,Rosen,302.52
1604,Juguetes Lego xp06,Juguetes,Lego,454.33
1605,Hogar IKEA Mu12,Hogar,IKEA,449.69
1606,Hogar CIC Bq67,Hogar,CIC,406.93
1607,Vestuario Nike tX61,Vestuario,Nike,91.34
1608,Hogar Rosen rc94,Hogar,Rosen,488.32
1609,Vestuario H&M eD12,Vestuario,H&M,85.42
1610,Deportes Wilson jC71,Deportes,Wilson,293.13
1611,Hogar Philips wl45,Hogar,Philips,224.63
1612,Juguetes Lego pH77,Juguetes,Lego,302.9
1613,Vestuario Zara pM06,Vestuario,Zara,72.87
1614,Electrónica Apple gw24,Electrónica,Apple,534.14
1615,Electrónica Samsung NQ15,Electrónica,Samsung,594.61
1616,Deportes Spalding OX53,Deportes,Spalding,124.76
1617,Electrónica Xiaomi Tc30,Electrónica,Xiaomi,1402.1
1618,Deportes Wilson HQ38,Deportes,Wilson,182.99
1619,Juguetes Hasbro WG09,Juguetes,Hasbro,474.88
1620,Vestuario Nike Hc55,Vestuario,Nike,118.41
1621,Electrónica Samsung Cx77,Electrónica,Samsung,239.8
1622,Electrónica Apple Vp10,Electrónica,Apple,162.21
1623,Hogar Philips xB26,Hogar,Philips,376.11
1624,Hogar IKEA QT07,Hogar,IKEA,263.05
1625,Deportes Wilson Xo37,Deportes,Wilson,460.09
1626,Deportes Wilson sd71,Deportes,Wilson,433.42
1627,Electrónica Sony MV54,Electrónica,Sony,112.2
1628,Deportes Spalding yy90,Deportes,Spalding,235.24
1629,Vestuario Adidas bU34,Vestuario,Adidas,117.12
1630,Vestuario H&M KR43,Vestuario,H&M,93.51
1631,Vestuario Adidas sU60,Vestuario,Adidas,34.15
1632,Juguetes Hasbro LA55,Juguetes,Hasbro,243.47
1633,Vestuario Adidas Zg19,Vestuario,Adidas,107.47
1634,Juguetes Mattel pI29,Juguetes,Mattel,68.98
1635,Electrónica Sony fQ05,Electrónica,Sony,674.05
1636,Vestuario Zara NU73,Vestuario,Zara,117.2
1637,Hogar IKEA Rf75,Hogar,IKEA,419.61
1638,Juguetes Mattel lU49,Juguetes,Mattel,271.81
1639,Juguetes Lego kP55,Juguetes,Lego,250.4
1640,Electrónica Apple Ci74,Electrónica,Apple,656.92
1641,Juguetes Hasbro Km88,Juguetes,Hasbro,302.39
1642,Deportes Decathlon eG29,Deportes,Decathlon,455.53
1643,Deportes Decathlon nb94,Deportes,Decathlon,112.48
1644,Hogar Rosen Vm93,Hogar,Rosen,354.2
1645,Deportes Spalding CI46,Deportes,Spalding,233.29
1646,Deportes Spalding MW46,Deportes,Spalding,50.96
1647,Hogar Rosen ch37,Hogar,Rosen,422.55
1648,Electrónica Samsung Cg59,Electrónica,Samsung,205.73
1649,Electrónica Sony hr47,Electrónica,Sony,167.36
1650,Hogar CIC oQ10,Hogar,CIC,465.09
1651,Hogar Rosen Qf84,Hogar,Rosen,491.37
1652,Hogar CIC KS45,Hogar,CIC,228.45
1653,Vestuario Adidas zP32,Vestuario,Adidas,65.72
1654,Juguetes Mattel vR05,Juguetes,Mattel,214.95
1655,Deportes Wilson Ed79,Deportes,Wilson,464.13
1656,Deportes Decathlon Jo94,Deportes,Decathlon,216.11
1657,Juguetes Mattel Pq63,Juguetes,Mattel,339.07
1658,Electrónica Xiaomi cc97,Electrónica,Xiaomi,881.51
1659,Vestuario Nike xa17,Vestuario,Nike,57.21
1660,Vestuario Zara MT76,Vestuario,Zara,44.19
1661,Deportes Decathlon VU39,Deportes,Decathlon,116.33
1662,Deportes Spalding pq53,Deportes,Spalding,335.62
1663,Deportes Decathlon Sq17,Deportes,Decathlon,334.84
1664,Vestuario H&M kv88,Vestuario,H&M,109.17
1665,Hogar Philips fW02,Hogar,Philips,140.29
1666,Electrónica Xiaomi Li17,Electrónica,Xiaomi,1352.86
4262,Hogar IKEA rQ99,Hogar,IKEA,37.25
1667,Vestuario Adidas yE30,Vestuario,Adidas,69.66
1668,Electrónica Xiaomi yT89,Electrónica,Xiaomi,289.59
1669,Electrónica Apple Dg57,Electrónica,Apple,1416.75
1670,Hogar Philips XK12,Hogar,Philips,87.78
1671,Vestuario H&M mR61,Vestuario,H&M,63.58
1672,Juguetes Lego FI15,Juguetes,Lego,282.37
1673,Electrónica Xiaomi sY76,Electrónica,Xiaomi,405.08
1674,Vestuario Adidas mI94,Vestuario,Adidas,31.14
1675,Electrónica Samsung wf02,Electrónica,Samsung,1287.84
1676,Electrónica Apple aE43,Electrónica,Apple,1029.79
1677,Hogar Rosen uB01,Hogar,Rosen,476.17
1678,Deportes Spalding bN69,Deportes,Spalding,384.92
1679,Deportes Spalding GJ55,Deportes,Spalding,115.1
1680,Juguetes Mattel EB40,Juguetes,Mattel,191.74
1681,Juguetes Lego Nc95,Juguetes,Lego,423.99
1682,Deportes Wilson ie57,Deportes,Wilson,495.86
1683,Juguetes Hasbro oi14,Juguetes,Hasbro,97.34
1684,Vestuario Zara mo10,Vestuario,Zara,100.59
1685,Hogar IKEA we81,Hogar,IKEA,126.7
1686,Electrónica Apple ax87,Electrónica,Apple,182.17
1687,Deportes Spalding WE47,Deportes,Spalding,217.56
1688,Deportes Decathlon nx09,Deportes,Decathlon,243.97
1689,Electrónica Apple Lv55,Electrónica,Apple,315.43
1690,Vestuario Zara Nl18,Vestuario,Zara,93.22
1691,Juguetes Lego mN03,Juguetes,Lego,476.42
1692,Electrónica Sony Nz47,Electrónica,Sony,652.33
1693,Deportes Spalding oV13,Deportes,Spalding,251.95
1694,Deportes Decathlon zJ63,Deportes,Decathlon,188.6
1695,Hogar CIC Fp98,Hogar,CIC,384.29
1696,Vestuario Nike Oc22,Vestuario,Nike,113.03
1697,Juguetes Mattel Dl79,Juguetes,Mattel,280.98
1698,Vestuario Nike EE83,Vestuario,Nike,25.61
1699,Vestuario Adidas Rm19,Vestuario,Adidas,91.31
1700,Deportes Wilson Co09,Deportes,Wilson,172.72
1701,Electrónica Xiaomi IH82,Electrónica,Xiaomi,844.43
1702,Hogar CIC sP61,Hogar,CIC,176.4
1703,Hogar CIC SX94,Hogar,CIC,172.65
1704,Juguetes Mattel TR99,Juguetes,Mattel,20.79
1705,Deportes Decathlon qX98,Deportes,Decathlon,184.37
1706,Deportes Wilson FN81,Deportes,Wilson,460.73
1707,Deportes Decathlon mA23,Deportes,Decathlon,138.98
1708,Electrónica Xiaomi EX80,Electrónica,Xiaomi,818.78
1709,Juguetes Lego eF06,Juguetes,Lego,238.19
1710,Electrónica Samsung Ye99,Electrónica,Samsung,174.94
1711,Hogar Philips FN58,Hogar,Philips,46.75
1712,Juguetes Hasbro Eb24,Juguetes,Hasbro,272.27
1713,Deportes Wilson RM87,Deportes,Wilson,369.13
1714,Vestuario Adidas HU21,Vestuario,Adidas,44.84
1715,Electrónica Apple vZ88,Electrónica,Apple,125.74
1716,Vestuario H&M kK42,Vestuario,H&M,51.53
1717,Juguetes Lego jq17,Juguetes,Lego,448.36
1718,Juguetes Mattel cY20,Juguetes,Mattel,395.62
1719,Deportes Spalding Qa48,Deportes,Spalding,415.53
1720,Vestuario Adidas ye96,Vestuario,Adidas,103.85
1721,Electrónica Samsung VQ56,Electrónica,Samsung,175.31
1722,Deportes Wilson sJ65,Deportes,Wilson,323.2
1723,Deportes Wilson VR02,Deportes,Wilson,53.46
1724,Hogar Rosen JQ36,Hogar,Rosen,205.11
1725,Juguetes Lego Tn02,Juguetes,Lego,242.25
1726,Deportes Wilson GD00,Deportes,Wilson,365.51
1727,Electrónica Sony JP58,Electrónica,Sony,1193.92
1728,Deportes Decathlon lh50,Deportes,Decathlon,331.45
1729,Vestuario Adidas WK94,Vestuario,Adidas,41.32
1730,Deportes Wilson jk59,Deportes,Wilson,19.64
1731,Juguetes Lego Hw68,Juguetes,Lego,94.32
1732,Electrónica Apple xY38,Electrónica,Apple,1122.71
1733,Electrónica Xiaomi TS14,Electrónica,Xiaomi,1322.43
1734,Electrónica Sony Ty48,Electrónica,Sony,913.37
1735,Deportes Decathlon oB65,Deportes,Decathlon,453.62
1736,Hogar Philips Iu36,Hogar,Philips,38.32
1737,Deportes Decathlon mv10,Deportes,Decathlon,488.99
1738,Electrónica Sony xV09,Electrónica,Sony,499.92
1739,Hogar Philips aF63,Hogar,Philips,357.36
1740,Juguetes Hasbro NS98,Juguetes,Hasbro,264.01
1741,Electrónica Apple wD63,Electrónica,Apple,1239.1
1742,Electrónica Apple Az98,Electrónica,Apple,915.95
1743,Juguetes Mattel sL13,Juguetes,Mattel,177.5
1744,Juguetes Mattel rr33,Juguetes,Mattel,385.7
1745,Vestuario Nike EG50,Vestuario,Nike,117.51
1746,Electrónica Sony yM88,Electrónica,Sony,854.16
1747,Vestuario Nike Mc55,Vestuario,Nike,61.25
1748,Deportes Decathlon yN73,Deportes,Decathlon,416.87
1749,Juguetes Mattel Be83,Juguetes,Mattel,195.89
1750,Electrónica Samsung hr38,Electrónica,Samsung,701.76
1751,Electrónica Apple Kh53,Electrónica,Apple,318.11
1752,Juguetes Hasbro pS50,Juguetes,Hasbro,191.78
1753,Vestuario Nike JH86,Vestuario,Nike,70.09
1754,Juguetes Mattel Ck85,Juguetes,Mattel,22.45
1755,Deportes Wilson MT57,Deportes,Wilson,113.66
1756,Vestuario Nike bM30,Vestuario,Nike,86.55
1757,Juguetes Mattel oa25,Juguetes,Mattel,450.49
1758,Hogar IKEA RC39,Hogar,IKEA,470.09
1759,Electrónica Xiaomi Wv20,Electrónica,Xiaomi,602.64
1760,Deportes Wilson OC64,Deportes,Wilson,288.63
1761,Deportes Decathlon TF82,Deportes,Decathlon,263.47
1762,Vestuario H&M Mw66,Vestuario,H&M,34.88
1763,Juguetes Lego lU74,Juguetes,Lego,316.41
1764,Hogar IKEA ST71,Hogar,IKEA,285.58
1765,Electrónica Apple zb13,Electrónica,Apple,748.76
1766,Juguetes Lego qA39,Juguetes,Lego,45.48
1767,Hogar Philips qE37,Hogar,Philips,439.25
1768,Hogar Philips Wc88,Hogar,Philips,24.49
4780,Hogar CIC az34,Hogar,CIC,492.96
1769,Electrónica Samsung yu10,Electrónica,Samsung,1244.43
1770,Hogar Philips Ps01,Hogar,Philips,255.39
1771,Electrónica Sony qd87,Electrónica,Sony,915.79
1772,Deportes Decathlon dy10,Deportes,Decathlon,448.41
1773,Electrónica Apple oi94,Electrónica,Apple,1201.77
1774,Deportes Decathlon xm53,Deportes,Decathlon,241.0
1775,Vestuario Zara kO97,Vestuario,Zara,108.36
1776,Deportes Decathlon gs00,Deportes,Decathlon,28.45
1777,Hogar CIC zQ05,Hogar,CIC,297.12
1778,Deportes Decathlon GH06,Deportes,Decathlon,357.62
1779,Vestuario Nike es28,Vestuario,Nike,48.32
1780,Deportes Decathlon UJ24,Deportes,Decathlon,379.09
1781,Electrónica Sony zr80,Electrónica,Sony,703.55
1782,Electrónica Samsung fP70,Electrónica,Samsung,1309.75
1783,Vestuario Adidas kQ17,Vestuario,Adidas,79.66
1784,Deportes Decathlon KX93,Deportes,Decathlon,330.21
1785,Electrónica Apple og21,Electrónica,Apple,1310.5
1786,Vestuario Zara DO63,Vestuario,Zara,86.63
1787,Juguetes Hasbro Mf29,Juguetes,Hasbro,52.75
1788,Electrónica Sony qX73,Electrónica,Sony,1314.13
1789,Hogar Philips DO66,Hogar,Philips,398.17
1790,Vestuario H&M me39,Vestuario,H&M,35.74
1791,Deportes Decathlon lz69,Deportes,Decathlon,469.46
1792,Hogar Rosen xT08,Hogar,Rosen,46.29
1793,Deportes Decathlon qS47,Deportes,Decathlon,346.31
