id_transaccion,fecha_hora,id_usuario,id_producto,id_bodega,cantidad,precio_final_local,canal_venta,clics_previos,dias_demora_real
14010,2025-07-13T17:10:20,1336,1540,945,1,5759040.0,Web,3,2
14011,2025-03-05T05:54:17,4529,3615,1474,1,196.42,Web,8,1
14012,2026-02-10T23:18:41,9837,522,1089,4,2251.49,App,57,4
14013,2024-12-22T12:01:08,6937,2868,952,3,321925.39,Web,51,6
14014,2025-01-23T01:33:47,4712,4044,1686,1,210635.2,Web,5,2
14015,2025-09-08T20:04:17,3817,3872,1327,1,537040.0,Web,2,7
14016,2026-03-06T05:24:52,4181,4772,752,1,253959.8,Web,4,4
14017,2025-04-13T15:07:04,932,3396,319,2,1070297.9,App,35,6
14018,2025-06-29T06:19:18,8803,2721,459,1,4074330.91,App,45,4
14019,2025-04-10T16:34:48,8350,1883,1898,4,5813632.66,App,60,7
14020,2024-12-26T04:57:07,1788,3865,621,1,150503.4,Web,5,6
14021,2025-05-22T16:54:54,7140,2199,1172,3,1101086.8,App,40,7
14022,2025-12-23T00:54:25,8887,2003,430,2,947.2,App,39,1
14023,2025-01-29T05:53:41,2994,1816,1921,4,1341222.9,Web,31,5
14024,2025-05-22T18:31:25,4112,4124,1137,2,567578.76,App,45,2
14025,2026-02-07T22:32:51,4445,2583,527,2,125469.44,Web,38,5
14026,2025-12-14T03:37:07,2613,1870,1951,1,1073.92,Web,4,7
14027,2026-04-12T03:13:03,5284,668,1932,3,11817300.73,App,38,5
14028,2025-01-18T09:09:02,7391,918,939,2,4622.46,Web,49,1
14029,2026-05-10T18:12:16,9921,1037,134,5,4171008.62,Web,48,8
14030,2026-04-20T16:10:35,2098,1811,1871,5,901066.19,App,35,6
14031,2025-01-26T02:24:49,8020,302,1795,3,1051772.92,Web,35,1
14032,2025-06-09T14:45:04,3591,330,75,1,304.8,Web,8,4
14033,2026-02-07T21:54:50,6024,1403,1114,1,1393.69,Web,8,5
14034,2026-02-21T06:51:22,7537,2454,1326,3,11154399.27,Web,33,4
14035,2025-09-06T17:39:49,5294,2632,1564,1,5141.66,App,25,5
14036,2025-06-19T10:30:30,4950,4385,311,1,203720.0,Web,4,3
14037,2025-08-16T04:25:54,7465,4305,1000,3,2402.92,Web,30,3
14038,2025-01-09T12:21:11,1458,2296,1295,1,2189840.0,Web,3,2
14039,2025-10-08T03:42:21,2817,1730,1992,1,73.65,Web,4,6
14040,2025-08-12T01:43:15,8476,2756,1707,3,46240.06,Web,24,5
14041,2025-03-23T06:16:45,9926,4063,592,5,663970.32,App,59,8
14042,2025-03-17T21:18:10,1438,2717,1129,4,3850.17,Web,35,6
14043,2026-06-12T20:38:14,5013,3313,1703,1,1358.81,Web,4,1
14044,2026-01-28T10:26:31,4604,3084,558,4,17400.13,App,35,3
14045,2025-10-20T19:22:17,3298,3261,658,3,1788.62,Web,43,3
14046,2025-11-04T14:56:34,1540,3661,1063,1,1075448.9,App,20,4
14047,2026-05-12T11:40:25,5816,1964,1934,1,673880.0,Web,2,4
14048,2025-12-03T16:41:14,6760,1276,1730,3,154602.32,Web,43,5
14049,2025-03-08T21:10:40,1106,2448,1632,5,6010267.11,Web,47,4
14050,2026-04-19T07:53:18,6512,3937,107,2,567152.15,Web,27,1
14051,2026-03-25T16:35:43,4806,1578,357,5,2144.94,Web,46,5
14052,2025-05-16T09:59:48,962,114,1354,2,349108.73,App,27,4
14053,2025-12-20T14:43:47,3805,4345,1919,5,5660246.63,Web,34,7
14054,2026-03-29T23:03:49,5131,463,3,2,2161137.25,Web,52,4
14055,2026-05-07T22:02:01,5139,2146,1274,2,523884.4,App,25,1
14056,2025-03-30T13:16:08,263,1136,1738,1,894320.0,Web,5,5
14057,2026-06-08T23:33:23,7675,1235,1928,3,2819163.22,App,53,4
14058,2025-07-26T22:46:10,8099,448,1857,3,226247.3,App,31,4
14059,2025-09-09T11:50:01,4894,1943,378,1,108664.0,Web,6,4
14060,2025-10-27T01:10:02,5453,4521,462,1,3930400.0,Web,7,3
14061,2025-04-15T08:54:43,3868,3017,1866,3,895367.34,App,25,2
14062,2026-05-20T05:00:59,307,134,1217,1,108800.0,Web,8,3
14063,2025-08-15T05:10:57,1043,2662,1089,1,1268.21,Web,2,1
14064,2025-05-29T12:20:51,717,1975,838,1,286897.4,Web,5,6
14065,2025-04-29T13:15:31,1109,3765,1828,1,106567.8,Web,6,5
14066,2025-01-24T22:18:09,1449,4171,1442,3,596208.04,App,31,2
14067,2025-05-18T19:58:23,5314,1802,1445,1,73094.4,Web,4,1
14068,2025-11-09T01:16:51,2458,2603,707,5,5444687.47,Web,27,7
14069,2025-06-26T00:36:13,2895,2229,1213,5,1105857.33,Web,25,7
14070,2025-10-17T20:50:01,5845,4372,1169,2,5278.05,Web,49,5
14071,2025-02-12T18:05:33,1276,2761,1225,1,1238.7,Web,4,4
14072,2026-04-30T03:33:27,6342,2967,1431,2,10104.7,App,22,4
14073,2026-01-16T17:13:42,5554,3347,505,2,85859.22,Web,37,2
14074,2026-05-19T16:17:41,2239,2309,1081,1,62378.4,Web,1,4
14075,2026-05-01T16:59:03,7758,2709,1024,1,5029880.0,Web,2,3
14076,2026-05-17T20:13:53,4627,2941,1442,5,1779526.49,Web,37,4
14077,2025-11-24T20:10:56,2339,1787,862,2,318049.02,Web,40,5
14078,2025-03-11T00:12:40,8922,791,767,5,1962.9,Web,51,7
14079,2025-07-12T08:43:56,9928,3455,1407,1,1818720.0,Web,2,4
14080,2025-09-10T12:08:56,2188,1663,1606,1,1255.65,Web,7,4
14081,2026-05-15T01:52:27,2790,743,1398,1,131816.2,Web,6,3
14082,2026-05-20T12:16:52,6452,992,1774,3,502864.96,Web,35,3
14083,2025-02-02T06:37:58,9673,1638,1228,1,255501.4,Web,6,1
14084,2025-01-20T13:44:45,4600,4303,697,3,10869.55,App,27,1
14085,2025-04-14T09:25:20,8753,3723,174,5,657.92,Web,24,2
14086,2026-01-23T20:55:11,1902,2449,881,5,3131.11,Web,58,8
14087,2025-08-22T17:43:03,5136,4126,777,1,392374.8,Web,4,1
14088,2026-03-22T06:41:23,635,770,1457,1,3816.86,Web,6,1
14089,2025-07-22T15:53:19,261,1041,141,2,384528.99,App,25,5
14090,2026-06-10T02:15:05,5871,1443,368,3,406911.14,Web,43,6
14091,2025-01-20T03:51:32,1563,4945,823,1,59793.4,Web,1,6
14092,2025-10-22T02:24:39,3281,620,1638,1,287536.6,Web,5,3
14093,2025-05-26T14:56:07,6273,3244,1278,4,336093.7,App,20,4
14094,2025-11-18T15:36:08,9813,1447,1138,1,865.31,Web,8,2
14095,2026-01-24T05:23:27,5926,4597,857,5,4176988.86,Web,31,7
14096,2025-05-23T07:26:20,2155,3107,1121,1,892.09,Web,2,2
14097,2025-09-15T23:08:01,8545,4320,1991,1,1767400.0,Web,5,2
14098,2025-04-19T00:15:20,6478,2881,1393,1,416.92,Web,8,1
14099,2026-02-13T03:22:48,8721,399,1576,1,102055.8,Web,2,3
14100,2025-04-10T07:51:56,307,834,1875,1,867480.0,Web,3,6
14101,2025-08-13T22:17:12,8059,4696,1070,5,1409730.61,Web,57,5
14102,2026-04-16T03:07:57,4333,2918,1433,3,3138583.1,Web,55,6
14103,2025-08-01T01:23:01,5178,1660,1422,3,100302.06,App,42,4
14104,2026-06-16T03:38:31,9891,4572,1556,1,2781.49,Web,6,6
14105,2026-01-21T06:31:17,3443,599,1478,1,404160.0,Web,8,5
14106,2026-02-04T14:59:17,4186,3138,1214,1,552.04,Web,7,5
14107,2025-02-01T16:06:42,6230,4328,665,1,136360.0,Web,1,3
14108,2026-04-20T12:49:28,2463,3735,214,1,1678520.0,Web,2,3
14109,2026-01-11T19:41:00,10000,2189,171,3,52373.54,Web,49,5
14110,2025-09-14T02:54:17,6052,3694,1115,3,421866.14,App,44,3
14111,2026-01-11T11:20:54,1263,1500,52,2,1723.28,Web,39,1
14112,2026-01-03T20:31:15,7554,3535,1006,1,295720.0,Web,6,2
14113,2025-04-19T05:10:56,5038,4269,1475,4,4115050.81,App,26,6
14114,2026-03-08T15:20:22,150,4932,1311,2,387367.61,App,44,2
14115,2025-09-14T14:14:13,8878,2184,1540,1,201987.2,Web,8,1
14116,2025-05-30T07:50:51,422,1663,1316,1,1339360.0,Web,3,1
14117,2025-11-15T17:41:07,1752,1957,1335,1,164.14,Web,2,5
14118,2026-02-27T05:09:49,8957,1356,823,1,419597.2,Web,5,7
14119,2026-03-11T04:56:25,3007,1994,1138,2,992.0,App,40,4
14120,2026-03-23T07:29:04,5714,2533,165,3,349.12,Web,60,4
14121,2025-04-12T07:31:43,7708,347,1722,1,873.98,Web,8,2
14122,2025-05-18T22:53:15,8887,3046,1184,1,1767.71,Web,4,4
14123,2026-04-01T06:45:20,3889,1473,1093,1,1188560.0,Web,7,4
14124,2026-02-11T02:19:09,9134,2604,1613,3,1859.91,Web,49,1
14125,2025-03-14T00:41:13,3833,3668,1195,1,1639.42,Web,2,5
14126,2025-05-29T21:18:34,8212,1776,1409,1,106.69,Web,1,1
14127,2025-03-22T15:47:15,2460,2488,720,2,321535.5,Web,49,5
14128,2025-02-24T21:57:42,4512,4275,546,1,128986.8,Web,5,6
14129,2026-01-15T08:50:01,6280,3520,972,1,950.66,Web,5,2
14130,2024-12-31T13:40:03,9501,4476,246,4,535.99,Web,49,6
14131,2026-03-17T13:56:03,6743,4250,1710,3,6946.5,App,23,4
14132,2025-02-10T13:58:39,5898,2418,773,4,3629968.32,Web,51,6
14133,2026-03-20T02:37:18,5307,2393,1075,1,909840.0,Web,5,3
14134,2025-12-14T14:38:53,2723,1857,1094,1,801744.8,Web,1,3
14135,2026-05-17T20:09:50,8104,4221,1206,2,419928.9,Web,56,3
14136,2025-02-15T02:40:49,9551,2628,209,5,804412.1,Web,40,7
14137,2026-06-04T16:27:37,4401,2117,974,1,91.2,Web,3,7
14138,2025-02-22T16:38:42,3823,1373,329,2,400129.66,Web,59,1
14139,2025-03-03T11:25:04,5685,4935,41,1,42864.0,Web,2,4
14140,2025-05-11T00:45:57,3434,2467,1927,1,575760.0,Web,7,2
14141,2025-12-12T21:24:46,1064,4287,810,1,1271800.0,Web,8,3
14142,2026-04-19T04:50:42,7355,4466,150,5,2429390.58,App,21,6
14143,2025-12-04T07:07:50,1425,1338,1386,4,3856740.98,Web,28,6
14144,2025-11-01T01:41:34,4007,2288,802,5,1109433.85,App,49,9
14145,2025-09-27T17:52:50,4898,2350,657,1,711.26,Web,8,4
14146,2025-12-28T19:56:08,3169,1163,475,1,1262160.0,Web,2,4
14147,2025-07-29T12:30:15,106,4991,1182,1,360574.6,Web,3,1
14148,2026-04-28T11:14:00,6499,1321,2000,1,144760.0,Web,3,2
14149,2025-12-20T19:33:13,8698,327,1664,5,98822.48,App,48,5
14150,2025-09-09T11:13:42,2888,4191,1961,4,471672.39,Web,58,6
14151,2025-10-07T18:39:51,3167,2094,216,5,1078881.07,Web,59,8
14152,2026-04-08T05:41:46,7967,3786,1263,3,4955.93,App,57,2
14153,2025-09-21T17:15:53,7992,1526,1028,1,131200.0,Web,3,2
14154,2026-02-21T13:47:04,4320,4690,768,1,724120.0,Web,7,1
14155,2025-10-18T05:33:08,6665,766,296,1,40241.4,Web,3,1
14156,2025-12-30T23:15:53,6432,1187,1959,1,70791.4,Web,5,6
14157,2025-11-16T17:15:05,2557,4816,1925,4,397279.57,App,50,4
14158,2025-12-18T19:18:34,4108,3135,53,4,676436.92,Web,59,7
14159,2025-01-28T01:09:15,8000,1849,385,2,2282666.52,App,43,1
14160,2025-03-23T04:22:40,885,3184,423,5,1375703.41,Web,37,6
14161,2025-01-05T18:11:49,1217,4029,596,1,90719.4,Web,2,1
14162,2026-05-24T06:03:35,3960,2825,124,1,72389.4,Web,8,2
14163,2025-06-13T18:22:04,3616,2258,1564,3,1157.82,App,26,5
14164,2025-03-16T23:49:08,4307,4133,1383,1,416880.0,Web,6,4
14165,2025-05-08T16:52:41,7433,3938,497,1,117320.0,Web,4,5
14166,2025-03-12T22:08:55,6388,2376,812,1,599760.0,Web,7,6
14167,2025-07-17T09:22:07,6825,977,849,1,16205.6,Web,3,2
14168,2025-06-30T11:09:13,115,911,869,5,5607097.62,Web,26,6
14169,2025-08-18T22:50:36,1469,2369,1791,1,1700.29,Web,8,4
14170,2025-09-20T18:32:48,1268,1133,83,1,382160.0,Web,2,4
14171,2026-04-07T19:12:35,119,2226,1605,1,220.65,Web,5,3
14172,2025-09-20T16:12:06,1323,1973,537,1,532240.0,Web,3,5
14173,2026-02-24T02:37:17,6729,3959,116,1,78847.2,Web,8,2
14174,2025-03-14T06:18:55,9918,3464,1564,2,7629.24,App,38,3
14175,2025-02-17T22:39:43,4381,2689,2,1,327.3,Web,4,2
14176,2026-06-02T21:34:01,7140,1099,1878,4,242083.69,App,46,5
14177,2025-11-01T14:38:08,3347,3124,963,1,493320.0,Web,3,3
14178,2025-02-25T04:06:26,1629,4935,629,1,171.0,Web,2,6
14179,2025-12-18T08:35:25,7925,1056,1309,2,7987166.58,App,31,4
14180,2025-07-04T13:12:15,143,2325,494,1,275280.0,Web,3,4
14181,2026-01-25T02:24:01,4790,4283,1031,5,1113.6,Web,57,6
14182,2024-12-18T12:12:23,3722,419,453,4,3830.68,App,42,5
14183,2026-01-03T02:05:30,6579,2435,1071,4,850357.25,App,49,3
14184,2025-07-30T20:14:21,8017,4228,1681,4,3644.4,Web,21,4
14185,2026-03-02T02:55:33,8605,4202,782,1,1336.54,Web,6,4
14186,2025-11-09T11:53:40,6863,855,1367,1,211640.0,Web,8,1
14187,2025-08-03T22:26:41,1157,2304,1842,1,48588.6,Web,8,3
14188,2025-06-13T00:20:26,5212,2723,428,1,159400.0,Web,4,2
14189,2025-10-06T17:51:50,694,56,1930,1,496360.0,Web,4,4
14190,2025-02-07T03:36:52,9199,503,1579,5,5003391.77,App,35,2
14191,2026-03-20T15:26:10,1189,3804,1819,1,1968640.0,Web,5,3
14192,2025-12-08T10:11:47,4089,1795,1671,1,1575720.0,Web,5,4
14193,2026-01-12T13:09:57,9551,2316,729,2,544988.77,App,60,3
14194,2025-06-24T22:17:34,9788,2648,1434,1,705280.0,Web,4,6
14195,2025-06-05T18:48:21,3351,4179,1687,1,292847.6,Web,5,6
14196,2025-01-26T01:43:50,4918,1339,1961,1,610000.0,Web,6,4
14197,2025-09-29T01:40:10,4411,2001,95,5,3851937.39,App,46,6
14198,2026-06-04T19:53:47,1933,3495,1157,1,126420.81,App,28,3
14199,2025-12-03T11:42:32,4790,3023,612,3,3974.48,App,48,5
14200,2026-02-12T03:15:03,1154,4790,257,1,390400.0,Web,6,1
14201,2025-07-27T02:10:27,3429,1666,322,1,5411440.0,Web,5,1
14202,2025-05-16T18:55:24,8372,1387,759,4,156331.84,App,21,5
14203,2025-04-06T21:33:41,8559,3791,1230,5,281223.79,Web,47,5
14204,2025-07-05T08:16:22,333,1198,561,1,374640.0,Web,2,2
14205,2025-02-28T05:01:19,6723,2749,1785,1,267400.0,Web,2,5
14206,2025-06-07T23:42:39,2889,1055,624,2,5488.18,Web,35,2
14207,2025-07-29T13:08:45,931,2517,1086,1,362069.2,Web,6,7
14208,2025-10-24T07:14:12,8303,4436,1232,5,6100.74,App,31,6
14209,2025-08-30T10:50:49,578,3154,1472,3,904120.24,App,59,1
14210,2025-12-26T17:54:39,3792,2823,1364,1,471.11,Web,3,2
14211,2025-10-13T21:06:39,707,311,986,2,1491.73,App,42,3
14212,2026-04-22T17:46:14,2125,3559,1245,3,184290.5,App,53,4
14213,2025-12-15T18:15:30,1403,1542,843,5,2601569.31,Web,37,8
14214,2025-12-26T15:09:41,2995,1867,1605,5,960.08,App,24,8
14215,2025-05-12T23:18:04,8975,2511,1138,3,1324.37,Web,21,1
14216,2026-02-08T05:50:04,4395,1643,1904,1,421.8,Web,4,3
14217,2026-05-07T22:42:33,115,3154,1807,4,5019603.2,Web,31,6
14218,2025-06-17T09:05:07,1865,3623,1579,2,2165484.64,App,36,1
14219,2024-12-29T16:07:04,2393,4319,718,5,3236560.57,App,36,6
14220,2025-01-11T02:47:18,1865,1728,1278,1,311563.0,Web,6,5
14221,2025-08-30T16:10:32,4237,3836,401,2,285441.04,App,35,6
14222,2026-03-06T20:57:25,2575,868,375,3,479181.07,App,28,3
14223,2026-06-01T01:56:57,8395,2748,1143,1,358.84,Web,4,5
14224,2025-06-17T12:00:47,8742,1289,1177,5,6895.28,App,56,2
14225,2025-09-01T13:28:49,1420,2234,671,1,449400.0,Web,6,3
14226,2025-06-05T01:51:57,6361,4235,1380,2,1499.17,Web,28,4
14227,2025-01-23T01:29:15,566,4778,1781,4,1531649.0,Web,22,4
14228,2025-03-19T08:05:48,1538,1868,787,1,409191.4,Web,6,4
14229,2026-04-06T21:01:51,9336,2512,1522,1,1584.38,Web,2,2
14230,2025-12-17T10:56:00,4957,1971,1698,3,2469022.91,App,57,1
14231,2025-10-25T18:51:39,3789,1427,1696,2,352.63,Web,38,3
14232,2025-02-26T09:03:13,3618,1793,906,1,325531.4,Web,4,1
14233,2025-03-09T20:13:44,9498,3858,1461,1,380530.8,Web,5,3
14234,2025-12-02T11:44:55,9984,3453,27,1,231600.0,Web,2,4
14235,2025-11-19T14:23:36,1414,1199,1031,4,2523.31,Web,33,4
14236,2026-06-06T18:27:04,3463,4215,255,1,1149840.0,Web,6,4
14237,2025-09-21T08:15:08,5394,502,722,2,1586.33,Web,47,3
14238,2025-04-19T23:28:36,3264,1270,359,2,79.85,Web,50,2
14239,2025-08-18T13:27:38,3262,3097,438,4,5584.33,Web,43,8
14240,2025-10-02T15:09:22,9273,3698,1623,1,5224.35,Web,7,2
14241,2025-03-25T14:50:06,4540,764,1230,5,5295498.75,Web,37,6
14242,2025-03-02T23:54:05,2670,2787,1626,5,16596.54,Web,29,8
14243,2025-12-19T11:11:38,3420,1088,1916,1,203933.0,Web,4,3
14244,2026-04-29T04:19:19,4524,4939,1183,1,401720.0,Web,3,7
14245,2025-03-25T11:22:11,8415,1595,1199,3,267.9,Web,30,3
14246,2026-02-22T01:26:44,7326,2399,1322,1,281.21,Web,4,1
14247,2025-09-25T09:18:38,1922,4348,217,1,2138560.0,Web,7,3
14248,2025-03-22T17:28:40,3162,1346,1364,2,1714.06,Web,47,1
14249,2025-07-15T17:47:29,1860,227,494,4,8021582.4,Web,58,8
14250,2025-05-14T16:08:09,1509,2138,343,2,316498.88,Web,36,4
14251,2024-12-30T07:46:51,9999,2518,1897,1,1805.21,Web,7,5
14252,2026-04-17T16:24:49,3864,2632,1868,3,13799356.72,Web,59,6
14253,2025-03-16T21:17:58,5634,1287,1805,1,222394.6,Web,4,4
14254,2025-04-19T19:28:08,1519,4475,451,2,139826.72,Web,50,4
14255,2025-02-27T02:55:23,4650,4586,1123,5,252673.32,Web,50,2
14256,2025-11-13T15:19:58,1758,1564,900,1,116785.6,Web,1,5
14257,2025-03-20T20:08:03,3796,1676,1620,2,7978972.57,App,22,3
14258,2025-05-29T03:54:02,2158,3446,1399,5,4935132.11,Web,38,4
14259,2026-01-01T07:51:49,5629,1194,1637,2,1580.31,Web,38,5
14260,2026-02-26T05:13:07,7726,4755,901,5,1167124.89,App,47,7
14261,2025-11-10T21:55:06,3464,1073,1366,1,389200.0,Web,6,4
14262,2025-04-30T01:29:55,5998,3301,1471,4,248531.7,App,47,6
14263,2026-03-16T14:43:16,9048,2404,1011,3,974324.41,Web,40,3
14264,2025-01-20T10:41:18,1815,556,443,3,9904.8,App,28,5
14265,2025-08-01T04:00:40,7796,2094,1701,4,967878.64,App,41,7
14266,2025-11-15T23:40:58,7039,2103,776,5,1277456.65,Web,49,7
14267,2026-05-16T19:48:29,7933,3486,886,5,101413.09,Web,42,4
14268,2025-12-05T18:09:06,6817,4483,464,3,867166.86,App,29,2
14269,2025-10-02T13:16:07,3922,3117,825,2,11437238.66,App,35,3
14270,2025-08-16T23:16:48,2917,1442,1649,4,1219.8,App,47,3
14271,2026-01-14T13:16:08,6071,353,313,3,7170.84,Web,30,5
14272,2025-12-10T06:10:53,1066,508,633,2,2225124.2,App,20,4
14273,2026-05-26T02:42:14,8897,1958,1509,1,852000.0,Web,8,5
14274,2025-07-14T11:27:10,5102,1541,368,1,63356.0,Web,5,3
14275,2025-12-08T07:57:56,5720,2226,1154,3,125885.08,Web,57,2
14276,2025-04-23T05:36:21,6938,936,728,4,203459.53,App,24,6
14277,2025-05-21T14:26:10,4494,3094,687,1,795.94,Web,8,6
14278,2025-04-30T08:48:40,5092,3966,509,1,112583.8,Web,8,1
14279,2024-12-23T23:45:36,9514,12,1379,2,1755560.19,Web,50,3
14280,2025-10-26T01:43:59,9153,3441,994,1,1044913.4,Web,1,4
14281,2025-03-17T06:37:13,5849,2472,1392,1,596560.0,Web,3,5
14282,2025-10-30T08:53:28,8155,4222,264,2,160.75,Web,53,3
14283,2026-02-16T23:56:50,4451,1113,1135,1,63393.6,Web,1,2
14284,2025-09-09T08:12:27,8971,2149,1046,1,205032.8,Web,1,4
14285,2026-02-12T14:59:25,4740,3562,698,2,839617.41,App,29,2
14286,2026-04-28T21:10:09,7589,3821,1717,1,245828.8,Web,4,5
14287,2025-08-21T22:31:21,6666,4295,700,1,80050.4,Web,3,5
14288,2025-11-01T07:14:12,2292,2455,198,3,3767.13,Web,34,2
14289,2025-08-31T04:48:18,629,390,1650,2,627636.38,Web,40,1
14290,2025-03-01T21:58:28,1620,3990,197,4,363.78,Web,56,7
14291,2025-07-26T08:41:13,7196,2078,579,1,1002080.0,Web,7,7
14292,2026-03-05T02:17:49,9038,2892,13,1,101800.0,Web,1,2
14293,2025-12-11T19:04:19,3223,1513,1581,1,601913.67,App,29,4
14294,2026-01-09T17:46:50,9311,2664,1448,2,680892.16,App,35,4
14295,2025-01-25T08:09:05,1310,3718,1395,1,3351193.87,App,28,4
14296,2026-01-04T23:06:03,5028,4539,102,3,782.46,App,51,1
14297,2025-04-28T19:13:50,8894,2258,580,1,532.69,Web,8,6
14298,2025-08-15T06:40:25,6862,4407,970,3,913141.65,App,25,4
14299,2026-05-23T21:47:17,9543,35,222,5,7395964.63,App,48,6
14300,2025-07-11T19:35:29,6344,1497,73,3,2714778.64,Web,49,3
14301,2025-03-20T16:23:00,5874,1572,385,1,25483.4,Web,4,1
14302,2026-01-21T12:05:30,6662,4857,977,1,205.01,Web,8,4
14303,2024-12-31T14:13:24,5274,3813,858,2,5248.98,App,58,5
14304,2025-01-09T03:37:51,1062,425,1820,1,653.81,Web,5,3
14305,2026-04-30T00:40:06,5663,4117,844,1,98634.2,Web,6,7
14306,2025-11-12T13:06:31,7427,3516,1401,1,301928.0,Web,7,3
14307,2025-10-11T18:10:53,5792,2319,1430,1,965751.4,App,33,2
14308,2025-11-26T20:06:48,5448,1018,917,1,1783.28,Web,2,2
14309,2025-10-29T15:48:12,8889,2944,530,2,73302.93,App,60,1
14310,2026-01-24T13:07:26,583,2296,159,4,7174651.26,Web,21,6
14311,2026-05-23T18:23:54,5776,700,1868,1,107280.0,Web,2,2
14312,2025-06-10T22:54:53,1118,659,391,4,960409.53,App,26,2
14313,2025-03-15T20:20:29,7719,405,1582,1,422.44,Web,2,1
14314,2026-01-15T09:50:59,9897,644,608,1,336914.8,Web,4,6
14315,2025-04-26T10:05:17,2107,424,1635,1,872.59,Web,8,2
14316,2025-10-07T03:58:32,6464,3793,1270,1,90794.6,Web,5,1
14317,2025-02-22T13:25:56,5446,567,143,1,287.06,Web,8,3
14318,2025-11-13T17:49:48,4819,4914,894,5,5001.77,App,49,6
14319,2025-06-21T04:18:07,1300,3326,1154,2,473784.03,Web,47,2
14320,2025-06-05T07:05:31,9269,2369,1219,1,426205.4,Web,6,5
14321,2026-01-01T00:18:38,5096,4281,953,5,8522780.26,App,33,7
14322,2025-02-10T01:44:19,4276,1770,1588,5,3472.44,Web,35,6
14323,2025-09-24T10:15:50,1776,2348,370,1,74.51,Web,1,2
14324,2025-05-01T12:42:07,6962,269,441,5,440812.54,App,56,6
14325,2025-03-02T01:38:28,295,4310,1174,1,1272.9,Web,1,2
14326,2025-09-09T16:17:58,9447,3019,1812,4,1084.15,Web,54,6
14327,2025-04-24T09:44:52,7431,3678,1093,1,473840.0,Web,2,5
14328,2025-03-29T22:43:23,9476,978,1606,1,690.0,Web,5,5
14329,2025-10-27T11:24:26,909,4373,1145,1,155.89,Web,8,5
14330,2025-08-14T15:05:11,4941,3005,872,1,1007.14,Web,4,1
14331,2026-02-07T03:52:04,5054,331,1890,2,322474.42,Web,52,3
14332,2025-06-09T17:03:13,8839,1332,1817,1,22663.4,Web,8,4
14333,2026-06-08T14:50:53,2845,338,1565,3,2499421.25,Web,25,2
14334,2025-09-09T03:38:14,7357,2904,683,3,2535.29,App,38,1
14335,2025-06-10T11:09:27,6824,3888,1262,1,385880.0,Web,3,3
14336,2025-01-20T02:58:35,5335,777,369,1,275297.8,Web,3,3
14337,2025-02-03T06:46:29,214,3577,58,1,1252794.4,Web,1,5
14338,2026-01-31T18:04:42,9168,996,1017,2,336830.91,App,28,6
14339,2026-04-08T19:38:56,6258,3680,1238,1,1602.11,Web,4,5
14340,2025-04-06T19:22:50,476,2394,767,4,3081.78,App,57,6
14341,2025-12-16T20:36:06,1987,1843,962,5,1078.29,Web,45,5
14342,2025-10-22T22:36:35,6961,3385,15,5,24960942.12,App,34,8
14343,2025-12-19T09:33:14,3885,187,856,1,1399080.0,Web,3,5
14344,2025-10-09T17:43:35,5417,84,77,1,40.5,Web,2,7
14345,2024-12-31T06:25:10,5976,3345,68,5,668341.34,App,46,5
14346,2026-05-14T01:54:37,1481,4881,340,1,121908.6,Web,2,3
14347,2025-06-24T03:14:46,8906,874,1923,4,15195472.41,Web,58,3
14348,2025-01-29T22:18:10,3170,4767,827,5,1463556.49,App,36,7
14349,2025-03-28T10:13:08,4471,4011,1244,1,565840.0,Web,2,1
14350,2026-01-02T02:25:57,2318,4825,1588,1,1245.41,Web,8,4
14351,2025-05-12T03:57:33,4680,3378,423,4,752703.81,App,34,6
14352,2025-02-27T12:09:58,8449,646,1423,1,857.29,Web,1,2
14353,2026-02-16T12:09:26,8390,719,791,2,1019.81,Web,39,2
14354,2025-05-07T15:32:11,5716,1673,79,4,4887.34,Web,27,7
14355,2025-09-14T13:35:04,4208,2606,1404,4,17916.24,App,24,6
14356,2025-06-10T20:42:36,2391,4616,1903,1,347600.0,Web,1,6
14357,2025-12-10T23:54:50,5493,4048,1333,1,248648.8,Web,5,3
14358,2026-01-14T21:21:07,2701,2856,698,5,5545461.89,Web,34,3
14359,2025-04-03T08:21:36,52,3531,1116,1,27419.8,Web,3,3
14360,2025-11-09T10:08:44,9361,4856,232,1,230666.6,Web,1,3
14361,2026-04-14T03:17:46,639,2565,93,1,1559.1,Web,2,5
14362,2025-04-23T22:45:13,1106,4024,937,3,9245693.27,Web,39,2
14363,2025-04-30T21:44:20,3164,4245,1832,1,101548.2,Web,4,3
14364,2025-07-10T08:26:10,8041,439,529,2,7217.58,App,35,2
14365,2025-04-24T00:39:14,9450,2524,958,1,17719.0,Web,6,4
14366,2025-11-09T20:39:51,2887,419,158,1,1350.11,Web,4,4
14367,2026-01-18T07:50:13,4248,178,917,4,15291.92,App,38,9
14368,2025-04-16T20:44:48,3856,1130,1153,2,7570.49,App,20,1
14369,2025-10-30T16:40:43,2258,1028,83,4,13353731.61,Web,27,6
14370,2025-03-18T00:39:22,2207,4244,1676,4,152218.02,Web,50,5
14371,2026-01-06T02:23:56,9508,1040,1766,2,706201.5,Web,45,5
14372,2025-10-14T10:35:00,9667,4142,1115,5,399998.11,Web,46,4
14373,2025-09-11T01:05:56,8853,3868,1647,2,361237.03,Web,60,3
14374,2025-11-28T04:14:21,6858,1764,917,3,2366.98,App,25,4
